,X.1,X,Month,Day,Year,Time,Location,Operator,Flight..,Route,Type,Registration,cn.In,Aboard,Fatalities,Ground,Summary,CrashStatus
6251,1017,1018,12,18,1949,,Bolivia,British Airways,,"Elmendorf - Great Falls, MT",Douglas DC-3,OK-WDY,9134,4,80,0,NA,N
6252,1018,1019,12,30,1950,12:00,Madagascar,British Airways,,Amsterdam - London,Douglas C-47A-15-DK,N93050,12782,83,15,0,NA,N
6253,1019,1020,12,18,1950,,Philippines,British Airways,,Ostrava - Prague,Martin 202,F-BECR,1417,15,12,0,NA,N
6254,1020,1021,1,20,1950,,Yukon Territory,British Airways,,Rochester Minn. - Minneapolis,Bristol 170 Freighter 21,G-AKBY,19423,12,3,0,NA,N
6255,1021,1022,1,24,1950,,North Sea,British Airways,307,Hue - Tourane,Avro 689 Tudor 5,TC-BAL,3,3,25,0,NA,N
6256,1022,1023,1,24,1950,,Czechoslovakia,British Airways,,Llandow - Dublin,Douglas DC-3,F-WANU,12826,25,35,0,NA,N
6257,1023,1024,1,26,1950,,Minnesota,British Airways,,,Latecoere 631 (sea plane),VT-CJD,,35,15,0,NA,N
6258,1024,1025,1,2,1950,20:59,Vietnam,British Airways,,,Douglas C-47A,HK-309,,15,16,0,NA,N
6259,1025,1026,2,27,1950,,Wales,British Airways,,,Douglas C-47 (DC-3),42-72704,4314,16,39,0,NA,N
6260,1026,1027,2,7,1950,14:50,Turkey,British Airways,,,Douglas C-54D,HK-120,,39,1,0,NA,N
6261,1027,1028,3,10,1950,,France,British Airways,,Philippines - Japan,Douglas C-47DL,,32973,2,13,0,NA,N
6262,1028,1029,3,12,1950,,India,British Airways,,Quito - Guayaquil,Boeing B-29,44-77577,22582,15,28,0,NA,N
6263,1029,1030,3,25,1950,,Colombia,British Airways,,Bermuda - England,Curtiss C-46D,N9406H,9156,65,15,0,NA,N
6264,1030,1031,3,28,1950,,Japan,British Airways,,,Curtiss C-46F-1-CU,PP-AVZ,22496,15,46,0,NA,N
6265,1031,1032,3,5,1950,23:25,Ecuador,British Airways,,,Douglas DC-3,N1248N,1546,52,40,0,NA,N
6266,1032,1033,4,15,1950,,Azores,British Airways,,Victoria - Salvador,Curtiss C-46-F-1-CU,N16030,42937,53,58,0,NA,N
6267,1033,1034,4,21,1950,20:59,South Carolina,British Airways,,San Juan - Wilmington NC,Douglas DC-3-178,F-BBDE,42990,58,29,0,NA,N
6268,1034,1035,4,2,1950,10:20,New Jersey,British Airways,,"Kingston, Jamacia - Maracaibo, Venezuela",Douglas DC-4-1009,F-BBDM,10270,29,23,0,NA,N
6269,1035,1036,5,17,1950,17:30,Brazil,British Airways,,Saigon - Paris,Douglas DC-4-1009,N95425,42910,23,22,0,NA,N
6270,1036,1037,5,23,1950,,AtlantiOcean off Florida,British Airways,,Saigon - Paris,Douglas DC-4,VH-ANA,35971,29,22,0,NA,N
6271,1037,1038,5,27,1950,22:03,Colombia,British Airways,,New York City - Minneapolis-St. Paul,Douglas DC-4-1009,45-0518,13824,22,9,0,NA,N
6272,1038,1039,5,30,1950,19:00,Off Bahrain,British Airways,2501,Guildford - Melbourne,Douglas C-54G,F-BFGL,20359,9,25,0,NA,N
6273,1039,1040,5,5,1950,21:52,Off Bahrain,British Airways,,,Douglas DC-3,VT-ATS,13769,26,50,0,NA,N
6274,1040,1041,6,9,1950,21:55,Michigan,British Airways,,Paris - Dakar,Douglas DC-3,CR-LBK,,50,26,7,NA,N
6275,1041,1042,6,12,1950,23:25,Australia,British Airways,,Delhi - Sringagar,Douglas DC-3,44-76439A,2962,26,12,0,NA,N
6276,1042,1043,6,14,1950,23:00,South Korea,British Airways,,Nova Lisboa - Lobito,Douglas C-47D,PP-PCG,12738,20,12,0,NA,N
6277,1043,1044,6,23,1950,,Morocco,British Airways,,,Lockheed 049 Constellation,F-BENF,,12,55,0,NA,N
6278,1044,1045,6,26,1950,,India,British Airways,,Rio de Janeiro - Porte Algegre,Bristol 170 Freighter 21,46-87651,16538/33286,55,16,0,NA,N
6279,1045,1046,6,7,1950,,Angola,British Airways,,Algiers - Gao,Boeing B-29MR,KN630,2636,23,8,0,NA,N
6280,1046,1047,7,9,1950,,Japan,British Airways,,,Douglas C-47B,N6004C,2011,8,26,0,NA,N
6281,1047,1048,7,17,1950,4:30,Brazil,British Airways,,"Changi, Singapore - Kota Baru",Lockheed 749A Constellation,N18936,9813,26,10,0,NA,N
6282,1048,1049,7,18,1950,,Algeria,British Airways,,Cairo - Rome,Douglas DC-3,EP-AAG,10624,11,10,0,NA,N
6283,1049,1050,7,27,1950,,California,British Airways,903,"Utica, NY - Newark, NJ",Douglas DC-3,56496,13311,10,23,0,NA,N
6284,1050,1051,7,28,1950,22:00,Malaysia,British Airways,32,,Douglas R5D-3,YU-ABD,1321,51,4,0,NA,N
6285,1051,1052,7,29,1950,,Egypt,British Airways,,Kwajzalein - Tokyo,Douglas DC-3,SE-BRS,10562,7,6,0,NA,N
6286,1052,1053,7,5,1950,0:03,New York,British Airways,,Belgrad - Paula,Avro Ninteen I,42-72457,20245,6,28,0,NA,N
6287,1053,1054,8,25,1950,14:10,Iran,British Airways,,Karlstad - Stockholm,Douglas C-54D-DC (DC-4),F-BAXM,9158,29,28,0,NA,N
6288,1054,1055,8,31,1950,,Marshall Islands,British Airways,,Ashiya AB - Kimpo AB,Douglas DC-3,NC93037,12186,30,48,0,NA,N
6289,1055,1056,8,4,1950,5:20,Yugoslavia,British Airways,,Casablanca -  Algiers,Martin 202,G-AGIW,155,48,21,0,NA,N
6290,1056,1057,9,14,1950,,Sweden,British Airways,,Training,Douglas C-47A,G-AHPN,2506,21,52,0,NA,N
6291,1057,1058,9,20,1950,,Japan,British Airways,,London - Glasgow,Vickers 610 Viking-1B,VT-CQP,9161,52,2,0,NA,N
6292,1058,1059,9,21,1950,1:00,Morocco,British Airways,,Paris - London,Lockheed 749 Constellation,N93040,10518,23,21,0,NA,N
6293,1059,1060,9,23,1950,,Minnisota,British Airways,,Bombay - Cairo - Geneva - London,Martin 202,CF-EDN,19005,21,9,0,NA,N
6294,1060,1061,9,26,1950,,England,British Airways,245,Helena - Butte,Douglas C-54B-1-DC,PK-DPB,19711,9,3,0,NA,N
6295,1061,1062,9,13,1950,,England,British Airways,115,Rome - Paris,Douglas DC-3,N74586,15992/32740,3,8,0,NA,N
6296,1062,1063,10,13,1950,19:54,France,British Airways,,,Douglas DC-3,OB-PAU-201,14037/25482,8,5,0,NA,N
6297,1063,1064,10,17,1950,9:43,Montana,British Airways,,"Chico, CA - Billings, WY",Douglas DC-3,VT-COI,13572,7,46,0,NA,N
6298,1064,1065,10,31,1950,8:15,France,British Airways,,Maldorado - Quincemil,Douglas C-47A,EP-AAJ,16100/32848,56,21,3,NA,N
6299,1065,1066,10,3,1950,18:00,Indonesia,British Airways,,,Douglas DC-3,F-BAXY,3084,21,9,0,NA,N
6300,1066,1067,11,6,1950,,Wyoming,British Airways,,,Douglas DC-3,F-BELB,14604/2604,9,31,0,NA,N
6301,1067,1068,11,13,1950,,Peru,British Airways,,Casablanca - Perpignan,Douglas C-54A,VT-CFK,20543,31,38,0,NA,N
6302,1068,1069,11,17,1950,,Bhutan,British Airways,,,Douglas DC-3,PP-SPT,4432,38,2,0,NA,N
6303,1069,1070,11,21,1950,,Iran,British Airways,,,Douglas DC-3,YC-C-AVU,27322,18,17,0,NA,N
6304,1070,1071,11,23,1950,,France,British Airways,,,Douglas C-47-DL,44-9096,12855,18,12,0,NA,N
6305,1071,1072,11,25,1950,,French Equatorial Africa,British Airways,,Merida - Caracas,Douglas C54E-DO (DC-4),CF-CUF,13027,12,10,0,NA,N
6306,1072,1073,11,1,1950,,India,British Airways,,Naha AB - Clark AB,Douglas DC-3,LV-ACH,4017,10,7,0,NA,N
6307,1073,1074,12,8,1950,,Brazil,British Airways,,Vancouver - Penticton,Douglas DC-3,ZS-DDW,15782/32530,28,10,0,NA,N
6308,1074,1075,12,8,1950,,Venezuela,British Airways,4,Mar del Plata - Buenos,de Havilland Dove 1,VR-HEP,43102,10,14,0,NA,N
6309,1075,1076,12,13,1950,13:30,Philippines,British Airways,,,Douglas DC-3,N74685,9144,17,16,0,NA,N
6310,1076,1077,12,13,1950,7:30,Canada,British Airways,,Butterworth - Kota Bharu,Douglas DC-4-1009,N93054,10,16,20,0,NA,N
6311,1077,1078,12,15,1950,13:53,Argentina,British Airways,,Newark - Philadelphia,Martin 202,I-DALO,,20,14,0,NA,N
6312,1078,1079,12,19,1950,,South Africa,British Airways,83,Minneapolis - Seattle,Savoia Marchetti SM-95,PP107,12482,14,29,0,NA,N
6313,1079,1080,12,22,1950,,Thailand,British Airways,115,Paris - Rome,Short Sunderland 9 (flying boat),TF-ISG,,29,2,0,NA,N
6314,1080,1081,12,30,1951,,Pennsylvania,British Airways,,"Hong Kong - Iwakuni, Japan",Douglas DC-3,282,42992,2,16,0,NA,N
6315,1081,1082,12,12,1951,14:13,Washington,British Airways,,Vestmannaeyar Island - Reykjavík,Douglas C-54,F-BBDO,,25,24,0,NA,N
6316,1082,1083,1,13,1951,12:14,Italy,British Airways,,,Douglas DC-4,HK-333,7400,24,27,0,NA,N
6317,1083,1084,1,14,1951,14:36,Taiwan,British Airways,,Douala - Niamey,Curtiss C-46A,N19928,10396,27,53,0,NA,N
6318,1084,1085,1,16,1951,8:40,Iceland,British Airways,,,Douglas DC-3,HS-POS,9073,53,10,0,NA,N
6319,1085,1086,1,17,1951,16:45,Portugal,British Airways,,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-4,HK-315,43173,10,3,2,NA,N
6320,1086,1087,1,28,1951,,Nigeria,British Airways,16,,Douglas C-47,49-244,3768,14,11,0,NA,N
6321,1087,1088,1,31,1951,,Colombia,British Airways,,,Douglas C-124A Globemaster,24142,7341,20,26,0,NA,N
6322,1088,1089,1,1,1951,,Iowa,British Airways,,Loring AFB - Lakeheath AFB,Lockheed C-130B Hercules,PP-CCX,12291,26,22,0,NA,N
6323,1089,1090,2,3,1951,9:12,Hong Kong,British Airways,,,Douglas DC-3,LV-ACY,1957,22,21,0,NA,N
6324,1090,1091,2,14,1951,,Colombia,British Airways,,,Douglas DC-3,HK-142,20229,21,16,0,NA,N
6325,1091,1092,2,2,1951,,Over the North Atlantic,British Airways,,Ushuaia - Buenos Aires,Douglas DC-3,N63439,25559,16,43,0,NA,N
6326,1092,1093,3,11,1951,23:50,Pakistan,British Airways,,,Douglas DC-3,43-48298,,43,11,0,NA,N
6327,1093,1094,3,21,1951,,Brazil,British Airways,,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas C-47B-DK,HS-SAE,10368,11,23,0,NA,N
6328,1094,1095,3,22,1966,,Argentina,British Airways,7,"Godman AFB - Charleston, WV",Douglas DC-3,CU-T188/39939,1927,25,2,0,NA,N
6329,1095,1096,3,15,1951,,Colombia,British Airways,,Bangkok - Hong Kong,Douglas DC-4 /Beechcraft SMB-1,N16088,,32,6,0,NA,N
6330,1096,1097,7,22,1951,,California,British Airways,,Miami - Havana,Douglas DC-3,49-2660,134,6,10,0,NA,N
6331,1097,1098,3,26,1951,20:30,West Virginia,British Airways,493,Cleveland - Fort Wayne - South Bend - Chicago,Convair B-36D,G-AHPD,17011/34274,10,2,0,NA,N
6332,1098,1099,3,2,1951,11:35,Hong Kong,British Airways,129,,Vickers 639 Viking 1,PP-SPL,,19,3,0,NA,N
6333,1099,1100,4,6,1951,,Florida,British Airways,,Bordeaux - Bovingdon,Douglas DC-3,,42979,3,40,0,NA,N
6334,1100,1101,4,8,1951,11:49,Indiana,British Airways,,Santa Cruz de Rio Prado - Presidente Prudent,Fairchild C-82,PP-NAL,10062,40,14,0,NA,N
6335,1101,1102,4,9,1951,19:32,New Mexico,British Airways,,,Douglas DC-3D,HK-504,2046,14,50,0,NA,N
6336,1102,1103,4,25,1951,12:30,France,British Airways,,,Douglas C-47A,N88846,316,50,3,0,NA,N
6337,1103,1104,4,28,1951,,Brazil,British Airways,,,Lockheed 049 Constellation,YU-ACE,43144/155,3,33,0,NA,N
6338,1104,1105,4,6,1951,,Texas,British Airways,,Johannesburg - Accra - Monrovia - New York,Junkers 52/3m,N37543,20662,33,36,0,NA,N
6339,1105,1106,5,8,1951,,Brazil,British Airways,151,Rejeka and Zagreb,Douglas DC-6B,VT-CHT,14822/26267,36,10,0,NA,N
6340,1106,1107,5,18,1951,,Colombia,British Airways,,Salt Lake City - Denver,Douglas C-47B,PP-LPG,10171,10,7,0,NA,N
6341,1107,1108,5,3,1951,,Liberia,British Airways,610,,Douglas DC-3,45-57801A,,7,3,0,NA,N
6342,1108,1109,6,6,1951,3:25,Yugoslavia,British Airways,,Maceio - Aracaju,Fairchild C-82 Packet,VW194,5003,3,37,0,NA,N
6343,1109,1110,6,15,1951,,Colorado,British Airways,,Frankfort - Bordeaux,Vickers Valetta C-1,VH-EBQ,19634,37,3,0,NA,N
6344,1110,1111,6,22,1951,2:00,India,British Airways,,,de Havilland DHA-3 Drover II,F-OABX,10327,3,7,0,NA,N
6345,1111,1112,6,29,1951,,Brazil,British Airways,,,Douglas C-47A,CF-CPC,6327,7,2,0,NA,N
6346,1112,1113,6,30,1951,,France,British Airways,,"Pakse, Laos  - Saigon, Vietnam",Douglas C-54A,OO-CBA,26488,2,5,0,NA,N
6347,1113,1114,6,12,1951,,England,British Airways,,Vancouver - Tokyo,Douglas DC-3,CB-39,13083,5,10,0,NA,N
6348,1114,1115,7,12,1951,22:45,New Guinea,British Airways,,,Curtiss C-46A,VH-TAT,42971,10,50,3,NA,N
6349,1115,1116,7,13,1951,,China,British Airways,,Cochabamba - Rio de Janeiro,,F-BAXB,9154,50,13,0,NA,N
6350,1116,1117,11,12,1951,,Alaska,British Airways,,,Douglas DC-3D,PP-YPX,43260/180,13,3,0,NA,N
6351,1117,1118,7,16,1951,0:00,Mali,British Airways,,Training,Douglas DC-3,N37550,1559/27036,3,39,0,NA,N
6352,1118,1119,7,20,1951,,Bolivia,British Airways,,,Douglas DC-6B,PP-SPQ,15970,39,22,0,NA,N
6353,1119,1120,7,21,1951,,Australia,British Airways,,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas DC-3,N31230,15985/32733,28,27,0,NA,N
6354,1120,1121,7,24,1951,,France,British Airways,615,,Boeing 377 Stratocruiser 10-34,F-BEIZ,13853/25298,27,8,0,NA,N
6355,1121,1122,7,29,1951,9:25,Brazil,British Airways,,,Douglas DC-3,VT-CCA,33346,8,17,0,NA,N
6356,1122,1123,7,8,1951,,California,British Airways,,Perpignan - Oran,Douglas C-47A-30-DK Dakota III,CB-43,14007/25452,17,12,0,NA,N
6357,1123,1124,8,11,1951,4:28,Brazil,Cathay Pacific,,Bangalore - Trivandrum,Curtiss C-46D-15-CU,XA-GOR,6891,12,23,0,NA,N
6358,1124,1125,8,17,1951,,California,Cathay Pacific,,,Douglas DC-3,ZS-AVJ,16224,23,12,0,NA,N
6359,1125,1126,8,24,1951,10:46,Spain,Cathay Pacific,,Mexico City - Villahermossa,Douglas DC-3,49-2602,400,12,25,0,NA,N
6360,1126,1127,8,8,1951,12:30,India,Cathay Pacific,,Port Elizabeth - Durbin,Boeing C-97A Stratofreighter,CF-FOQ,13014,27,1,0,NA,N
6361,1127,1128,9,12,1951,,Bolivia,Cathay Pacific,,Azores - Westover AFB,Consolidated PBY-5A Catalina,YU-ACC,,29,5,0,NA,N
6362,1128,1129,9,12,1951,,Mexico,Cathay Pacific,,Kildala - Vancouver,Douglas DC-3,FAGO961,9160,5,16,0,NA,N
6363,1129,1130,9,15,1951,,South Africa,Cathay Pacific,,Belgrad - Skopje,Douglas C-47,N93039,7352,17,6,0,NA,N
6364,1130,1131,9,29,1951,,North Atlantic,Cathay Pacific,,,Martin 202,TC-ACA,13265,7,13,0,NA,N
6365,1131,1132,9,8,1951,,Canada,Cathay Pacific,,Oakland - Albuquerque,Douglas DC-3,VT-AUO,10512,21,3,0,NA,N
6366,1132,1133,10,15,1951,18:55,Yugoslavia,Cathay Pacific,CAM5763,Ankara - Cairo,Douglas DC-3,4X-AND,2077,3,3,1,NA,N
6367,1133,1134,10,15,1951,,Guatemala,Cathay Pacific,,,Douglas DC-4,XA-DOQ,4999,3,56,0,NA,N
6368,1134,1135,10,17,1951,19:00,Arazona,Cathay Pacific,,Zurich - Rome,DC-2-243,N17109,,56,22,0,NA,N
6369,1135,1136,10,22,1951,9:29,Egypt,Cathay Pacific,,,Douglas DC-3A,VH-UR,22572,22,26,0,NA,N
6370,1136,1137,10,27,1951,,India,Cathay Pacific,,Training,de Havilland DH-84,N1678M,41,40,4,0,NA,N
6371,1137,1138,10,5,1951,,Switzerland,Cathay Pacific,,,Curtiss Wright C-46F,SU-AHH,30466,4,28,0,NA,N
6372,1138,1139,11,19,1951,,Mexico,Cathay Pacific,,Fort Smith - Newark,SNCASE Languedoc,N3944C,22485,28,3,0,NA,N
6373,1139,1140,11,21,1951,,Colorado,Cathay Pacific,,,Curtiss C-46A-50-CU,N68963,,3,6,0,NA,N
6374,1140,1141,11,24,1951,7:25,Papua New Guinea,Cathay Pacific,,Pittsburgh - Buffalo,Curtiss C 46F-CU,47-76266,13859/25304,11,23,0,NA,N
6375,1141,1142,11,27,1951,,New Jersey,Cathay Pacific,44-2,Umiat - Fairbanks,Douglas C-47D,VT-COA,106,23,36,7,NA,N
6376,1142,1143,11,4,1951,15:09,Iran,Cathay Pacific,501,New York - Williams AFB,Douglas C-47A,F-BAMQ,16699/33447,43,23,0,NA,N
6377,1143,1144,12,13,1951,,New York,Cathay Pacific,,,Junkers JU-52/3m,EI-AFL,27279,23,15,4,NA,N
6378,1144,1145,12,16,1951,22:25,Alaska,Cathay Pacific,,,Douglas DC-3,N45342,54,15,29,0,NA,N
6379,1145,1146,12,23,1951,22:07,Arizona,Cathay Pacific,,Northolt - Dublin,Douglas DC-4,N94229,13450,63,7,0,NA,N
6380,1146,1147,12,29,1951,15:40,India,Cathay Pacific,,Tokyo - Elmendorf AFB,Convair CV-240-0,OO-CBN,43055/37,7,31,0,NA,N
6381,1147,1148,12,30,1951,,Madagascar,Cathay Pacific,324,Buffalo - Newark,Douglas DC-3,N90891,18350,31,9,0,NA,N
6382,1148,1149,12,30,1951,,Wales,Cathay Pacific,6780,,Douglas DC-6,N86574,142,9,3,0,NA,N
6383,1149,1150,12,31,1952,19:15,Canada,Cathay Pacific,,,Douglas C-54B-10-DO,G-AHPI,12,16,8,0,NA,N
6384,1150,1151,12,2,1952,1:38,New Jersey,Cathay Pacific,101,San Francisco - Seattle,Vickers 614 Viking 1,F-BEFX,19160,8,38,0,NA,N
6385,1151,1152,1,10,1952,15:43,Belgian Congo,Cathay Pacific,841,Nice - Malta,Consolidated  32 Liberator II,VT-AXE,3284,38,3,0,NA,N
6386,1152,1153,1,19,1952,,New Jersey,Cathay Pacific,,,Douglas DC-3,PP-PCN,43,3,4,0,NA,N
6387,1153,1154,1,22,1952,0:20,Washington,Cathay Pacific,,,Douglas DC-3A,F-BCUM,9754,4,44,0,NA,N
6388,1154,1155,1,4,1952,20:55,Italy,Cathay Pacific,,Rio de Janeiro - Guiana,SNCASE Languedoc,PI-C5,4695,47,17,0,NA,N
6389,1155,1156,2,11,1953,17:34,Cameroon,Cathay Pacific,,Nice - Paris,Douglas C-47A-35-DL,CF-BXZ,43111/102,21,70,0,NA,N
6390,1156,1157,2,7,1952,,India,Cathay Pacific,,,Douglas C-47-DL,PH-TPJ,2005,70,12,0,NA,N
6391,1157,1158,1,16,1952,2:23,Brazil,Cathay Pacific,,St. Johns - Goose Bay,Douglas DC-6,F-ARTE,,12,10,3,NA,N
6392,1158,1159,2,19,1952,,France,Cathay Pacific,,Rome - Frankfort,Lockheed 18 Lodestar,,,29,2,0,NA,N
6393,1159,1160,2,19,1952,8:10,Philippines,Cathay Pacific,,,,YV-C-AZU,13808,2,37,0,NA,N
6394,1160,1161,2,28,1952,,Canada,Cathay Pacific,,,Douglas DC-3,PI-C270,22464,37,4,0,NA,N
6395,1161,1162,2,3,1952,,Germany,Cathay Pacific,,,Douglas DC-3,N1911M,9164,4,52,0,NA,N
6396,1162,1163,3,10,1952,10:45,French West Africa,Cathay Pacific,,,Curtiss C-46F-1-CU,N93043,13628,69,29,0,NA,N
6397,1163,1164,3,22,1952,3:10,Russia,Cathay Pacific,,,Martin 202,VT-DFN,10503,29,2,0,NA,N
6398,1164,1165,3,22,1952,,Venezuela,Cathay Pacific,2-Apr,Tokyo - Osaka,Douglas C-47A,N88899,22466,2,50,0,NA,N
6399,1165,1166,3,24,1952,,Philippines,Cathay Pacific,,,Douglas DC-4,N8404C,33589,50,9,0,NA,N
6400,1166,1167,3,26,1952,,New York,Cathay Pacific,,San Juan - New York City,Curtiss C-46F-1CU,TG-AQA,15939/12,9,11,0,NA,N
6401,1167,1168,3,29,1952,8:25,Japan,Cathay Pacific,526A,"Kansas City, MO - Phoenix - Burbank",Curtiss C-46D,N1039V,13405,29,17,0,NA,N
6402,1168,1169,3,30,1952,8:07,India,Cathay Pacific,416W,"Brownsville, TX - Guatemala City",Boeing 377-10-26 Stratocruiser,VT-AUN,12148,17,5,0,NA,N
6403,1169,1170,3,5,1952,,Puerto Rico,Cathay Pacific,,Rio de Janeiro - New York City,Douglas DC-3,LN-NAD,42954,22,6,0,NA,N
6404,1170,1171,4,9,1952,12:20,California,Cathay Pacific,202,Madras - Delhi,Douglas C-47A,PK-DPA,16894/34151,6,1,0,NA,N
6405,1171,1172,4,10,1952,3:34,Aviateca,Cathay Pacific,,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas DC-3,PP-SPM,446,18,8,0,NA,N
6406,1172,1173,4,11,1952,,Brazil,Cathay Pacific,,,Douglas DC-3,PP-LDE,HP-81/15,8,11,0,NA,N
6407,1173,1174,4,18,1953,4:40,India,Cathay Pacific,,Sao Paulo - Bauru,Curtiss C-46A,G-ALDN,9001,11,11,0,NA,N
6408,1174,1175,4,15,1952,,Norway,Cathay Pacific,,,Handley Page HP-81 Hermes IV,79001,,13,1,0,NA,N
6409,1175,1176,12,29,1952,,Malaysia,Cathay Pacific,,Tripoli - Kano,Douglas DC-3,,,27,24,0,NA,N
6410,1176,1177,4,30,1952,,Brazil,Cathay Pacific,251,Radio surveillance mission,Boeing B-50,VP261,15939,24,7,0,NA,N
6411,1177,1178,4,5,1952,,Brazil,Cathay Pacific,,,Avro Shackleton MR-1,N1030V,20187,57,18,0,NA,N
6412,1178,1179,5,9,1952,,Mauritania,Cathay Pacific,,,Boeing 377 Stratocruiser,PP-ANH,HP-81/7,18,2,52,NA,N
6413,1179,1180,5,13,1952,8:45,BaltiSea,Cathay Pacific,,Rio de Janeiro - Buenos Aires,Douglas DC-3,G-ALDF,,4,1,0,NA,N
6414,1180,1181,5,24,1952,11:29,England,Cathay Pacific,201,Rio Verde - Goiania,Handley Page HP-81 Hermes 4A,G783,1322,1,46,8,NA,N
6415,1181,1182,5,26,1952,,North Sea,Cathay Pacific,,Blackbushe - Malta - Khartoum,Bristol 170 Freighter,ZS-DFW,,46,11,0,NA,N
6416,1182,1183,5,13,1952,,Brazil,Cathay Pacific,,Khewra - Peshawar,Douglas DC-2-115B,WG235,,16,3,0,NA,N
6417,1183,1184,6,24,1952,11:46,Brazil,Cathay Pacific,,Juba - Wadi Halfa,de Havilland 110,,,3,14,0,NA,N
6418,1184,1185,6,25,1952,,Italy,Cathay Pacific,,,Curtiss C-46,44-87741,9945,14,14,0,NA,N
6419,1185,1186,6,27,1952,1:00,West Pakistan,Cathay Pacific,,,Boeing B-29,VT-CGB,,28,25,0,NA,N
6420,1186,1187,7,12,1952,7:00,Sudan,Cathay Pacific,,,Douglas C-47A,VP286,6177,25,16,0,NA,N
6421,1187,1188,8,21,1952,21:05,England,Cathay Pacific,,,Avro Shackleton MR-1,PP-AXJ,32934,16,5,0,NA,N
6422,1188,1189,8,26,1952,15:40,Panama,Cathay Pacific,,,Douglas DC-3,44-77538,16733,6,19,0,NA,N
6423,1189,1190,8,29,1952,,Mariana Islands,Cathay Pacific,,Sao Paulo - Porto Alegre,Curtiss-Wright C-46D-CU,52-2711,10498,19,44,0,NA,N
6424,1190,1191,8,6,1952,6:50,Sudan,Cathay Pacific,,,Boeing KC-97G Stratofreighter,F-BFVO,10518,44,20,0,NA,N
6425,1191,1192,9,10,1953,,Scotland,Cathay Pacific,,,Douglas C-54B-1-DC,51-2560A,,20,9,0,NA,N
6426,1192,1193,9,17,1952,,Brazil,Cathay Pacific,,Fort Lamy - Beirut,Fairchild C-119C,51-2551A,10528,16,52,0,NA,N
6427,1193,1194,12,15,1952,,South Korea,Cathay Pacific,,Elmendorf AFB - Big Delta,Fairchild C-119C,51-2570,,52,37,0,NA,N
6428,1194,1195,9,8,1952,,Arizona,Cathay Pacific,,,Fairchild C-119C,,464096,38,18,0,NA,N
6429,1195,1196,10,14,1952,8:30,Chad,Cathay Pacific,,Elemndorf AFB - Kodiak NAS,Fairchild C-119C-23-FA Flying Boxcar,51-107A,,18,37,0,NA,N
6430,1196,1197,10,16,1952,,Alaska,Cathay Pacific,,"Great Falls - Denver, Colorado",Douglas C-124A Globemaster,,,41,87,0,NA,N
6431,1197,1198,10,29,1952,3:00,South Korea,Cathay Pacific,,,Douglas C-54G (DC-4),,10319,115,3,0,NA,N
6432,1198,1199,10,6,1952,14:45,Alaska,Cathay Pacific,,,Lisunov Li-2,CU-T397,43238,3,3,0,NA,N
6433,1199,1200,11,7,1952,,Montana,Cathay Pacific,,Sofia - Varna,Douglas DC-4,50-100,33486,5,27,0,NA,N
6434,1200,1201,11,14,1952,,Alaska,Cathay Pacific,,Madrid - Azores - Bermuda - Havana,Douglas C-124A Globemaster,YV-C-ARC,7391,29,2,0,NA,N
6435,1201,1202,11,15,1952,20:15,Washington,Cathay Pacific,,,Curtiss C-46D,YV-C-AVX,9692,10,27,0,NA,N
6436,1202,1203,11,17,1952,0:50,Bugaria,Cathay Pacific,,,Douglas DC-3,EP-ACJ,,35,10,0,NA,N
6437,1203,1204,11,22,1952,,Bermuda,Cathay Pacific,,,Douglas DC-3,PI-C38,262,10,40,0,NA,N
6438,1204,1205,11,28,1952,4:40,Washington,Cathay Pacific,,Abadan - Tehran,Douglas DC-3,G-AJDL,402-0100,40,26,0,NA,N
6439,1205,1206,11,6,1952,6:30,Florida,Cathay Pacific,,,Vickers Viking 610-1B,F-BPJA,22395,26,19,0,NA,N
6440,1206,1207,12,6,1952,,Venezuela,Cathay Pacific,,Northolt - Belfast,Cessna 402,N1648M,,19,39,0,NA,N
6441,1207,1208,12,20,1952,,Iran,Cathay Pacific,,,Curtiss C-46,VX562 / TX270,4308,39,18,0,NA,N
6442,1208,1209,12,21,1952,,Taiwan,Cathay Pacific,,Boeing Field - Cheyenne,Vickers Valetta Mk1 / Avero Lancaster,I-LAIL,1304,18,5,0,NA,N
6443,1209,1210,12,25,1952,,Northern Ireland,Cathay Pacific,1-6-6A,,Douglas DC-3,G-AHFA,15283/26728,20,30,0,NA,N
6444,1210,1211,12,25,1952,20:53,France,Cathay Pacific,-,Cagliari - Rome,Avro 685 York 1,F-OAFR,10290,35,46,0,NA,N
6445,1211,1212,12,30,1953,,Idaho,Cathay Pacific,,"Lajes, Azores - Gander",Douglas DC-3,F-BFGR,,46,11,0,NA,N
6446,1212,1213,12,5,1970,4:12,Italy,Cathay Pacific,,,Douglas DC-4,1001,43057/73,11,2,0,NA,N
6447,1213,1214,1,13,1953,4:48,Italy,Cathay Pacific,,,Curtiss-Wright C-46,N90893,6014,2,16,0,NA,N
6448,1214,1215,2,7,1953,,Canada,Cathay Pacific,,,Douglas DC-6,CF-CUN,22400,16,8,0,NA,N
